question,answer
如何评价搜房总裁公开致信北大同学李彦宏？,自从谷歌退市起，扶摇直上九万里; 竞价排名凤巢立，谁敢不买我屏蔽; 流氓软件争第一，先灭小三后阿里; 逍遥法外若干年，哪知末了翻了船; 血友病变尚未消，癌症又从心中起; 饮鸩止渴还不够，人血馒头上一屉; 当初三强位第一，如今坟垒立何地; 人人争写碑文多，字字流血罄竹溢; 打狗棒法专打狗，狼性文化扒狼皮; 一方有难八方看，随便一黑上千赞; 不如早关早倒闭，再来为他续一续。   完了，被折叠了，所以是被举报了？
在东北大学（沈阳）就读有着怎样的体验？,东北大学位于辽宁沈阳，曾经与北大齐头并进，最后逐渐衰落到985的末尾，我怀着对东大满满的热爱来回答这个问题，却不知从何说起。在一个学校在一个地方呆了四年，然而直到离开才发现自己早已沉浸于这个地方，直到来到另一个城市，面对这里的人浓重的地方口音，突然好怀念在沈阳酷似普通话的沈阳话。很多时候我都好想回去看一看我的大学，东北大学。  今天沈阳下了大雪，朋友圈被刷屏，想象着那里漫天的白色，刺得人睁不开眼，只觉得整个世界都是自己的，壮阔又寂静。一抬头，却是阴沉沉的雨，是远方山上的雾，是视野里灰暗的色调。  在东北大学，也许学校并不大，师资力量并不雄厚，也许没有豪华的体育场，可是就在这一片小小的土地上，总是能让你感受到一种认真与一种朴实。学校主要分为两个南湖校区和浑南校区，我在南湖校区生活了三年，第一年在基础学院生活，现在已改为继续教育学院。 和北方所有的大学一样，方方正正的大门里，是方方正正的道路和建筑。平直宽阔，没有那么多弯弯绕绕的小道，四个体育场大致分布于学校的四个角，游泳馆整体是蓝色的外形，不知道是不是模仿水立方和鸟巢，看起来非常很漂亮。 学校基本每个宿舍都有食堂，一舍食堂的皮蛋粥，4毛钱的鸡蛋，风味食堂的免费汤和锅包肉，如果你去了，一定要尝一尝。 学校的老师教课都很认真，如果真的对某门课程做到了上课认真听课，作业及时完成，就算考试之前一眼不看，考80分以上完全没有问题。 科研方面，我所在的专业的投入是有欠缺的，实验室比较破。。。=.=其他专业不太知道 其实我想说的都不是这些，如果你真的在东大读书，我想告诉你， 晚上9点之后坐电梯去综合楼最高层，从那里的玻璃墙可以看到整个沈阳的夜景，处处都是灯火通明，非常的漂亮。 大成教学馆512几乎没什么课，可以常驻那里自习，在靠近窗户的那边，冬天可以靠着暖气片，夏天把门打开会很凉快。另外大成的厕所和其他地方是反过来的，我曾经在女厕所看见我们班两个男同学结伴而行，快乐地聊天。o(╯□╰)o 机电馆的三楼，从楼梯口的那个窗户翻上去，是一个很大的天台，一个人的时候可以去那里转圈，跳绳，大声背英语，眺望四周的景色，看来来去去的人。那里还有我的一盆向日葵，不知道有没有死掉。等到下雪的时候，如果没来得及堆雪人打雪仗，可以去那里，那片天台的雪一定是最干净的。 机电馆门前的小花园，早上5-6点钟经常会有小松鼠，如果去玩，可以带一些瓜子，它们也许会一脸好奇地凑过来吃(￣y▽￣)~* 九舍的阿姨，那个烫着一头方便面卷卷的阿姨，看上去很凶，其实心很软，去借钥匙的时候，卖个萌就会忍不住借给你。还有九舍二楼卖炸串的姐姐，很爱说话，跟她聊两句天的话，她会给你挑一块最大最大的鸡排。 (๑`^´๑)    (இωஇ )说的我更想要回去了。 我总是想找到一个冠冕堂皇的理由去沈阳去学校，那里有我曾经喜欢了很久的人，可是我又不敢，怕想起过去，怕以后会忘不掉。在东大的回忆，连同那份苦涩的青春，一起被我封印起来。 但我知道，我永远不会忘记。
如果按照市场经济定价，一个清华北大的学位能卖多少钱？,看了大家的答案，除了吐槽基本分成两派，一派是把学位当做资产，用资产定价理论中的“资产的价格等于未来各期收益的现值”来定价，另一派是把学位当做信号，用博弈论定价。  首先第一种观点肯定是错的，学位严格说确实是一种资产，但是它只能被交易一次，不可能出现我买了一张北大文凭用几年不需要了再卖给别人这种情况。卢卡斯资产定价公式是给“树”定价，无论社会怎么变动果子都是能生出来的。这种说法混淆了有市场和没有市场的情况下学位价值的不同。所以我觉得学位确实是一种信号。  但是是不是学位能被交易了，就不值钱了呢？不尽然。  信息经济学的金科玉律是，在signaling game当中，可能出现的是separate equilibrium 和 pooling equilibrium（，也可能均衡不存在）。我们可以观察到，现实中，北大清华的学位的确是有价值的。换言之，用学位去推断不可观察的“能力”是有效率的，否则北大清华也不会那么火。那么说明它不是一个pooling equilibrium。  可是，如果您是雇主，您看到一个应聘者是北大毕业的，您会怎么解读其中的原因呢？ 1. 他很聪明； 2. 他很勤奋。 当然，这两个原因不是非此即彼的，事实上大多数考上北大清华的人兼具这两个特质。  下面请问，到底是他的聪明还是勤奋说明了他是有能力的呢？  很多人的直觉反应是聪明。那么我们不妨假设聪明是人考上北大的唯一原因，高考就是一个没有复习大纲的智力测试。您拿着北大文凭找工作，北大文凭是您聪明的证明。如果这个学位能买卖了，就失去了证明聪明的信号作用了，因为多笨的人理论上只要足够有钱，都能买一张北大文凭。于是就可以有一个pooling equilibrium，用文凭判断聪明与否注定失败。这样，既没有效率，又不公平。  可事实是如此吗？这我们需要去考虑，考学上面的天赋，和工作上面的天赋，究竟是不是一个天赋？他们具有相关性吗？如果它们高度相关，那没问题。一旦文凭能够买卖，那么这张文凭只能传递出1. 老子有钱、2. 老子舍得花钱，或3. 老子聪明这三个信号之一。此时学位不再是筛选不同能力的有效途径。  可如果它们不是一个天赋呢？如果你手里的北大学位只能说明你有考学的天赋，而考学的天赋与工作的能力没有任何关系，怎么办？此时你手里的文凭只能传达出你有很强的应试能力，但我们企业需要的不是应试能力啊。  有些人，工作上可能能力非常强，但是考学非常不灵光，这样常见。21世纪初的时候很多人在反思为什么清北的学生到了工作岗位上还不如二本院校的，就是证据。  反过来，我们假设，如果只有勤奋才是高考考出好成绩的决定因素。那么，看似是这样一种情况：高能力和低能力的应聘者都可以通过努力拿到北大文凭，一个无效率的pooling equilibrium。  但是，如果我们考虑这样一个招聘流程：限于企业的时间成本，企业只为有北大文凭的应聘者安排面试，没有北大文凭的人自动去搬砖。进入面试之后，有能力的人留下，没能力的人去搬砖。这个过程其实很像现在的找工作流程，HR先筛掉那些不好的简历，比如学历不够、没有工作经历、不是985、211等等的人都会被刷掉，然后扔掉简历，通过诸如无领导讨论这些方式（当然我觉得这特扯淡）来近距离观察你的能力。那么在这个静态博弈中，唯一的纳什均衡是只有有能力的人才会拼命学习考上北大，因为他们自信自己能在面试中存活下来。而没能力的人，没有上北大的意愿，因为考上北大只是帮他们走进最终的面试罢了，最后还是改变不了炮灰的结局，白白赔上了从小到大嬉戏玩耍的时间。  这个模型与Spence (1973)的不同在于，企业不再只根据文凭决定雇佣谁，而是用文凭缩小了选人范围。在Spence的模型中企图用文凭瞒天过海掩饰自己低能力的人，在这个模型里没有了生存空间。也就是说，在这种情况下，通过北大文凭，可以精确地筛选出高能力的人，因为只有高能力的人勤奋才是有价值的，他们通过他们的勤奋释放出了信号，藉此在竞争中生出。一个separate equilibrium出现了。  当然，这与现实情况不符，主要是因为我们抽象掉了聪明在考学中的作用、聪明与能力之间的相关性和北大这样的学校对学生能力的加强。  好了，有一天，北大的一部分学位能拍卖了，低能力的人愿意出哪怕一分钱去买这个学位吗？不会，他们会选择抓紧时间多搬两年砖。此时，高能力的人的情况无非是以前只能通过努力释放信号，现在多了一种释放信号的途径而已。此时，高能力的人中，偏懒但相对有钱的那些买了学位，勤奋但缺钱的那些考了学位，大家各取所需。  此时，学位的价格不可能是零。  当然，有人可能要质疑，在上面那个机制当中，如果北大清华的学位允许售卖，企业还会拿这个学位当做敲门砖吗？这里的问题在于，因为已经假设了接受北大清华的教育并不提高个人能力，所以，即使不允许购买，按理说也不会有人拿这个当敲门砖。这是一个模型，大家将就着看吧，
好奇，南方的孩纸第一次吃到东北大米是什么感受？,不喜欢东北大米口感，说实话因为从小看的书都极度美化东北老产粮区的大米， 所以我们一家去东北旅游的时候，我妈扛回了一袋15kg的大米。 吃完以后的感想是，这特么就是我和我爸最讨厌的那种米饭，粘牙的不行，你懂那种一口咽下去嘴巴里还到处都是米饭的糟糕感觉么……恨不得吃一口饭漱一次口… 严重阻碍了我对其他菜品的品尝和享受， 今天看到这个问题才发现……错怪我妈了。多年来我们把家庭在米饭问题上的矛盾归结为她煮饭手法问题、水没控制好、超市的东北大米是冒牌……根据回答里南方小伙伴们的反馈，特么锅都是东北大米的。水放多了粘锅粘牙粘筷子。水放少了不熟。 纵观我乎，一切东北大米话题下都是东北人的回复，说不好吃都是你买到假的，你煮的不对，不该用电饭锅，你们自己优越优越就好还不许人家不喜欢了？ 就是有人觉得不好吃怎么了？ —————————————————— 2017.06.17 致所有看到这个答案的知乎er  这个答案的内容非常私人、情绪化。因此在答完后我选择了匿名，除了被评论区一个傻逼逼得看不下去出来撕了两句。对一位友善理解的东北同胞的评论回复了一句公允之后。再没点进来过（闹心。 时至今日这个答案还夹在我其他千赞答案中断续收到零星点赞、收到来自各方东北同胞、“正义路人”的指责、或者还有更多我不知道的踩。今天一时兴起点进来看了一下。收到一个人身攻击，看着不顺眼删了。  虽然现在看起来有些不合时宜，但是我觉得我有必要解释一下，我这个答案火气这么大的背景：  当我看到这个问题时（12.27），还是没几个人的关注的。题下高赞是被小部分东北人控场，各种自顾自强答，强开嘲讽。还有不少矫情如南方米沙子一样难吃 我/我朋友去南方念大学活生生吃了一年面[笑哭］。然后底下评论老乡联谊排队我朋友a…我朋友b地自己high。 而同时少部分南方答主的异议则被这部分人排队围攻（个位数赞，两位数的评论）看着非常难受。因而我写这个写答案的时候语气特别冲。 请参考我同期的另外南方答主们，他们的答案同样也表达了对当时在这个问题下自顾自狂欢的东北人们强答开嘲讽的不满。 不曾想突然几天后（1.05）来了一小波流量，我及几位南方答主的答案被赞了起来，评论区也血雨腥风了一阵，此后题下风向开始转变。那些答案也不知何时消失了。只留下一个失去愤怒对象的我变成了政治不正确的那个，然后又变成了有些人眼里东北人在知乎被“迫害”的证据之一（哭笑不得。   是以记之，赞否两论。
清华北大毕业生毕业五年后一般年薪多少？,北大毕业，清华两个学院都教过书的来答一发： 年薪算什么，千万别被钱迷住了心，一定要重视平台。 把战略定位弄好，行业琢磨透，就业的平台起点要尽量高。这样不但圈层在食物链顶端，而且年薪随随便便都是业内第一梯队的。 等你再从上流往下流走，薪水轻松翻倍很普遍。  但是，你如果只看钱从底层干，从非洲拉美这种环境开始干，晋升又慢，而且最可惜的是如果你还习惯了底层型思维，就是思想穷困那种你懂的，那你可真的要小心你自己发展的格局了。 底层人，穷的从来就不是钱包，而是思想包袱。 按部就班的安全感，论资排辈的压抑感，短浅狭隘的思维格局。 而且这种思维惰性会传染。 有的会做个老好人，有的会赞美埋头型老黄牛，有的会急功近利不择手段，有的会仇富仇贵，有的会妒恨有优越感的人......而习惯了底层思维，你的世界变小。 周围同伴会把你拉到跟他们同一高度才看你顺眼，如果你长高了，他们就会把你拉扯下来，还会用他们丰富的经验论来打败你！ 比如会说你不老老实实，不节约不省事不踏实，会嘲讽你好高骛远，会说你在做春秋大梦呢，会骂你走捷径不要脸，还会说你大忽悠大骗子，还会说我咋没见过一定不存在。 神逻辑，只要他没见识过的就是错的？  如果你害怕了，顺从了，从此不往前冲了，他们就会很高兴。 而你呢？ 你以为你得到了大多数底层小伙伴的的认可，你不忘本，你就道德安全了，错！ 你从此习惯了平庸，习惯了随大流，你的思维停留在一个较低的层级，比如唯利是图的层级，比如僵化执着的层级，比如大多数人选择的层级。 你在你的最佳年龄（毕业的头五年）失去了成为卓越的可能。  举个栗子： 我是在大三那一年，自己看中了一个绝好的平台，就毛遂自荐递交简历，要谋求这第一份工作。 人家当然不要我，有大量的理由不要我： 专业不对口， 没有相关工作经验， 而且还是女生， 而且还是只能兼职工作。  我就说 “你让我试工，你不会有任何损失，而且我不要一分钱！” 后来用了各种办法，总之这份工作到手了，我就厚着脸皮跟团队内里最牛的同事们结安达，拜师，学艺，请教经验与技术，不停地学学学，疯狂地涨姿势。 过了6个月，在年底工作总结会上，我趁领导表扬我时就对大老板说“你一定要给我发工资。” “你不是说好了不要钱吗？因为你不要钱我才招你的” 老板说。 “可是我比要钱的人都干得好得多” 我回答并举例若干，然后我还给他分析给我钱对他的管理有什么好处，不给钱有什么坏处（此处略500字）于是工资到手。 等到我毕业之时，已是一堆工作找我，而不是我找工作，而且都是好平台好待遇。 最可以吹吹牛的一次面试，是一个世界100强。 我一个下午从hr小主管到hr大总监，从业务头到总经理，一路过关斩将一直面到了大BOSS，恰巧那天董事长他居然在单位而且有空，于是我就和董事长聊了一个多小时，聊完他说“你来上班吧，工作地点在国贸。” 我说“太远了，我想找北大附近的工作” 董事长说“你考虑一下吧，地点不会是问题，我可以搬！” 然后就真的在北大附近设了个办公室，过了半年后就为我专门成立了一个事业部。 薪水，当然一定是业内绝对具有竞争力的（我当时是一年纳税都有十几万）。  五年后的真实工作场景： 为了节约时间、提高效率，我一个人同时对付八个上市公司的董事长（同一系），而且是我针对他们的困境问题一边说，他们一边点头狂做笔记一边回答 “是，师父”。 这时候，钱还算是事儿吗？  当“师父”貌似很拉风，其实更多的是责任和挑战。要提前看清问题，运筹帷幄，还要抓根本地解决掉问题。 孤立的问题都不是问题，都很容易灭。 系统性的问题则非常棘手，非常考验团队的脑洞、意志与协作。  比如最近某一天内同时进行两个画风迥异的会： A会议： 是一堆想上新三板的民营企业董事长们，他们除了有心，似乎是什么资源优势都没有。我们开会主要讨论 “该怎么活”。 B会议： 是一堆国有体制供给侧企业的董事长们，他们除了没有心，似乎什么资源优势都有。我们开会主要讨论 “该怎么死”。 奔波于两个彼此交叉矛盾的项目，随时快速切换主题，当一堆董事长们的“师父”，你说这能容易吗？ 近来更是，短短一月，国内外都发生了许多大事。唉，遇变不惊，坦然面对吧。一句话，  要经得起风浪。    工作后，大多数人往往陷于具体的事务，目光狭隘，不读书学习，不扩大见识，对没接触过的新事物不感冒，很抵触，也不培养思维格局，因此动辄丧志无助、事事畏惧质疑，语言乏味，缺少灵气、大气、心气。芸芸众生本来就是平庸者多，让人怦然心动者、心悦诚服者少之又少。 我虽然不知为何，总能被很多人乱叫“师父”，但我内心却其实一直是很希望遇见智叟型“大师父”的，如果遇到且又是个大帅锅，那当徒弟当然是会比当师父爽很多！（幻想型花痴脸）  总之： 年轻时的就业选择起点很关键，谋生不易，  薪水固然重要，但高瞻远瞩更重要！   风口如风，风口如河。 而占据上游对每一个人而言都是  不算战略的战略  ，重要的是目光如炬，雄心和才华，还有勇气与行动！  如果觉得有启发，那就请点个赞呗 年薪和成长性都翻倍，只有天空才是你的尽头，呵呵嗒 ^_^   
三本的学生有机会考上北大和人大的MPACC吗？,  1. 你能考上北清人吗？   特别特别难！如果有人告诉你一定要坚持自己的想法，要考就考北大！我觉得这个人很可能在骗你，理由如下：  （1）MPAcc的录取率本来就低。985院校的学生考北大人大，也特别难。甚至，北大本校的会计专业学生，也未必能考上本校MPAcc，为什么？这个专业竞争太激烈了。名校基本都是1：10到1：20的录取率。那么，你的优势是什么？  （2）你要从全国最一般的大学，考到全国数一数二的大学。你凭什么让复试老师觉得三本的学生比985的学生要好？你比别人更聪明还是更努力？   2. 老吕你在歧视三本？   我从不歧视我的任何学生，因为，每个有梦想并为梦想而努力的人，都是值得尊重的人。  老吕现在完全可以鼓励你，但是，北大的教授认可你吗？你说可能会问我，老师，他们凭什么歧视三本？我也很努力呀。  我用2015年的一位同学叫杜度的话来回答你： 也许，现在的生活不是你想要的，但都是你自找的！   你高中时的不努力，或者你高考时的发挥不良，让你到了现在的结果。你不想要这结果？用实力打我的脸呀！你没实力，用嘴巴打我的脸？用嘴巴打面试教授的脸？你是来搞笑的吧。   3 三本能逆袭吗？   老吕每年都有大量三本、自考、专科的学生逆袭。杜度同学就是三本、跨专业、跨地区考上211院校的研究生，这难道不是逆袭吗？  所以，你要想清楚什么是逆袭。老吕认为，你从一个三本的本科生，变成了211或二本的研究生，就是逆袭。实在目标大，考个985或者好的财经类院校，就是更大的逆袭。  人生的路非常漫长，我们是跑马拉松，而不是跑100米。你人生的前20年落后别人了，你希望通过一次战斗就跑到别人前面，我知道有可能，但是这种可能性极小。所以，我认为一个优秀的人，不是100米比别人跑的好，而是马拉松跑的比别人好。你可以现在比我优秀，我和你比十年后、二十年后、三十年后谁优秀。你本科比我好？我研究生更努力。你研究生比我好？我工作和考博时更努力，一步一步的赶上来。  我一直认为，持续努力，就能成功。但我看过很多很多人， 30岁时就没有梦想了。你就算再优秀，30岁以后就不努力了，能优秀到哪里去？   4.三本怎么逆袭？   （1）初试分要高。  你和别人分数一样，人家211、985，老师要谁？所以你要比别人考的高。怎么考的高？方向比方法重要，方法比勤奋重要。我看过很多人，顺序反了。天天努力，苦大仇深，天天努力的把自己都感动了，最后考不上，然后说，管理类联考考不考的好是运气。这种人我给你两个字：去死！有实力才有运气。  所以，首先是方向：管理类联考的命题特点是什么？题不难、题量大，不要求你会做难题，要求你常规题又快又准，这个方向错了，你再努力也没用。  其次是方法：比如“老吕教你一天学会形式逻辑”，一天就能顶别人学一个月呀。结果你非要学一个月，把自己感动的要死，没用。再比如论证逻辑，你总在两个选项中纠结，然后选那个错的。怎么办？‘“老吕教你一晚破解论证逻辑干扰项”。数学你总在刷题，老吕却教你搞题型、学母题。搞通母题，你就是命题人呀。有好的方法你不用，让你报个班你还嫌没钱，考不出高分来不是活该吗？  然后是努力：再好的方法和方向，你不努力，有个毛用。  但我还想强调一点，就是要有信仰，要有对老吕的信仰，别二战的时候再和老吕说，老吕呀，我和你相见恨晚。我说你爱的不够勇敢。用我的最牛逼的体系，考出最好的分数，这就是我们的目标。  （2）复试表现要好。  复试怎么表现好？专业课笔试分数高。面试谈吐佳。  我虽然是三本的，但我专业功底比你985学生还好。我虽然是三本的，但我谈吐气质比你211的要优。我虽然是三本的，但是努力程度比你名校的要高。OK了，我要你。   如果你能做到这些，好吧，北大，人大，你想报啥报啥吧！北大肯定会要你！    5.最后的话    我最喜欢的篮球运动员，是科比，我也很喜欢吉诺比利。不是勒布朗—-詹姆斯。为什么？  科比选秀是第13顺位，但他成为乔丹之后影响力最大的篮球运动员，最接近神的男人。他说过一句很有名的话：你知道凌晨四点的洛杉矶是什么样子吗?  吉诺比利是第57顺位！什么概念？选秀倒数第一。但他的成就呢？4次总冠军，世锦赛冠军，奥动会冠军。奥运会夺冠途中顺手灭了美国梦之队！  勒布朗—-詹姆斯，天选之子。但这不是我喜欢的。毕竟，我爸爸不是王健林而一个普通的农民。我也没有过人的天赋，我绝非天选之子。我就是个DS。但我要做的就是，不停的逆袭逆袭逆袭！  所以，人生的意义不在于你抓到了一手什么样牌，在于你怎么把牌打的越来越好。  最后，重申两句话：   也许，现在的生活不是你想要的，但都是你自找的！    如果，你想过上你想要的生活，从现在开始，持续努力！     老吕考研相关回答：   考研需要一起奋斗的异性吗？   - 知乎   会计专硕数学初试难度是怎样的？   - 知乎 
去北大是读光华好还是哲学好？,既然都犹豫到上这儿问了，那还是光华吧。
在清华北大念书，你最大的收获是什么？,在清华待了两年，神人牛人见得多了，有时还跟他们谈笑风生，容易产生自己也很牛的错觉，就像活在一间四壁都是哈哈镜的房子里。为了破除这一幻觉，除了尽量做好当下该做的事以外，还需要持续不断的自省。这种感觉很痛苦，就像一拳一拳敲击着镜壁，最终一地碎片，两手鲜血，但是终于能远离错觉，直面真实的自己，知道自己做得到什么/做不到什么，想要什么/不想要什么，而且为之需要投入怎样的努力。
教育非常落后的地区有可能能通过自己的努力考上清华北大吗？如果可以，如何努力？,说说我的学生时代。我就是你说的那类学生，虽然没上成清华北大，但当年的分数超过北大最低线10多分，也上了不错的大学。我的经历对你应该有参考价值。  当年我和你一样，也有类似的迷茫，但没人给我答案。努力地学习，但不知道到底学的怎么样，和别人比有多大的差距。  读书的学校，校风也算不错，有打架斗殴的，也有认真学习的。老师水平参差不齐，有水平很高的，也有没任何文凭边学边教的。这是大环境。小环境是我来自一个非常贫穷的家庭，穿的破衣服，小镇走读，回家还要干很多活，做饭，要去马路上扫树叶当柴火，去池塘捞青苔喂鸭子，去几个厂区宿舍挑泔水喂猪。无论学习和干活都没人指导没人帮助，不能在学校调皮捣蛋，因为一旦请家长就意味着父母要请假扣工资。所以在学校，我是那种沉默寡言离群索居的学生，老师和同学都很少注意到我。学习条件也很差，学习资料就只有课本和学校发的非买不可的辅导资料，家里没钱买课外书。  先说努力。我不知道你说的努力是什么。我上学的时候，没人找我玩，我也不找别人玩。足球篮球排球一概不会，因为别人穿的都是漂亮的运动衣。我的外套一脱下来，里面是破烂的内衣。因为自卑，大部分是一个人呆着。那是一个孤独的世界，但也是一片独立的天空。枯燥的课本虽然不是什么好书，但对我也提供了一片想象的窗口。所以无趣的课本也被我翻的破烂不堪。虽然我知道读书是我唯一的出路，但我那时候还真不知道什么叫努力。没有网吧，自然没有网吧的诱惑。没有运动衣，自然没有运动的诱惑。毫不起眼，自然也不会打女同学的主意。剩下的，就那几本破书了。所以如果说努力，只能算被努力。同在一个学校读书，我经历了与大多数同学不一样的学生时代。  不一样体现在很多方面。因为毫不起眼，所以老师不会注意同学不会关心。它最大的好处就是我反过来也不在意老师。反正被忽略，我正好沉浸在自己的世界。没有因为老师偏爱就猛学这门课，也没有因为讨厌老师就厌恶那门课。因为孤僻，弄不懂的问题都自己冥思苦想。它培养了我独立思考的好习惯。我的自学能力就是这样培养出来的。这个能力最后强大到老师好坏已经不影响到我的成绩，仅凭课本我就能将知识弄个八九不离十，甚至某些方面比有缺陷的老师水平还要高。优秀的老师对我很重要，差的老师对我影响不大。这是我最后成功的关键。  努力是一方面，学习方法那是绝对不能跑偏的。我是文科生，只能拿文科说话。 语文 ，除了课本，还喜欢看报纸。因为无聊，会从第一版到最后一版甚至中缝都看过遍。周末，用仅有的零花钱去镇上图书馆，一呆就一整天，什么旧书旧杂志都看。没事还去背成语字典，现在想起来多枯燥啊。那时候不觉得。仅有的几本课外书，唐诗宋词三百首，水浒，千家诗，也翻烂了。看不懂还在那儿看。所以，我的语文成绩一直很好，特别是作文，经常被当做范文在全班读。   英语 ，我的启蒙老师不错，教会了我们正确的发音。所以我的发音甚至比后来的老师都要好。英语课本，几乎从课文到练习都能背下来。只要试卷上写出上半句，我几乎能猜到下半句是什么。所以，虽然是聋子英语，但考试成绩也非常好。   政治 ，至少课本上自圆其说的那些理论是搞明白了。碰到论述题，自己添油加醋的发挥，成绩也在中上水平。 地理 ，因为有一颗向往外面世界的心，学起来特别轻松。没事就抱着地图琢磨，只要中学地图册上出现的地名，几乎没有不知道的。什么海峡海湾洋流大气植被矿产，全不在话下。我的地理高考成绩是全校文科最高分，现在都在吃那时候的老本。 历史 ，人物年代时间各种记不住，但脉络非常清楚，原因经过结果都了然于心。所以填空题扣分很多，但说明和论述都能蒙混过关，成绩一般中等，高考超长发挥，到了中等偏上。为了弄懂，常常将中国历史和世界历史对着看，看看巴黎人在起义的时候，中国人在干什么。这种对比加深了印象，弥补了记忆的不足。 数学 是我最悲催的科目，到最后花的时间最多，成绩最差。但高考没有给我拖后腿。  有一点我是非常有感触的。 学习未必要看很多书，很多时候要的是思考，多问自己问题。 当你在思考的时候，未必会抱着书本在手，但那时候其实你也在学习。高中时候我有个同桌，每天下了晚自习都还在教室坚持学习，我陪着趴那儿睡觉。醒来他常常已经点完了2，3根蜡烛。但他的成绩一直在中等偏下。拿着一张试卷，不要看了题目就下笔。问一下自己，出题的老师为什么要出这道题目，他想设这个什么迷魂阵给我们下套，为什么我们会落入这个套……这样的问题问多了，就算不做这道题目，也会学到很多东西。  说了这么多，就是想说明，学习好坏，不依赖于教你的老师，不依赖于你有多好的条件，也不依赖于你读的学校，完全依赖于你自己。即使你们县很落后，依然还是有人考上了清华。  而我个人对学生时代的感受是，和人生之路后面的风风雨雨相比，学习真是一件非常简单的事。如果重回学生时代，我不希望我是一个好学生，而是希望有一个快乐的学生时代，我和我的小伙伴能无忧无虑地成长。我不愿意回忆我的学生时代，虽然它有个美好的结局，但整个过程，我不快乐。
对比起北大清华，中山大学(Sun Yat-sen University)的优势在哪里？,中大好考些
蔡元培时代的清华北大和现在的清华北大有哪些异同？,蔡元培时代，北大是全国唯一的国立大学。清华，当时还是留美预备学校（清华是1928年才升格为大学的）。  现在，北大、清华都是国立（教育部直属）大学。
为什么北大人自称北大为“贵校”？,这种用法最早产生于清华计算机系BBS“酒井” 然后传播到清华水木BBS 再传播到北大未名BBS，再延伸到线下  有水木老人发帖说过这事儿：  Narsil： 贵站的最早应该来自于清华计算机系，早在2002年左右，计算机系的酒 井bbs里称呼本系就是贵系，随着当时系统维护站务好几个计算机系的， 特别是 @kxn ，特别喜欢加贵xx，后来好像就习惯了贵系，贵校，贵站等 等说法 —— Re: 关于“贵站” Narsil 水木18周年站庆 better smth    
